ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
451000,40-64,female,majority,10-19y,university,upper class,0.601876689,1,before 2015,0,1,10238,11000,sedan,2,0,1,0
694915,65+,female,minority,30y+,university,upper class,0.800118692,1,before 2015,1,1,10238,12000,sedan,4,0,4,0
400682,26-39,male,majority,10-19y,high school,upper class,0.696049057,1,after 2015,1,1,10238,,sedan,3,0,1,0
238041,40-64,female,majority,20-29y,university,upper class,0.430061413,1,after 2015,0,0,10238,15000,sports car,2,2,2,0
546701,65+,female,majority,20-29y,university,upper class,0.607016904,1,before 2015,1,1,10238,11000,sedan,0,0,0,0
875174,40-64,female,majority,20-29y,high school,upper class,0.55647606,0,before 2015,0,1,10238,13000,sedan,1,0,2,0
110081,40-64,male,minority,20-29y,high school,upper class,,1,after 2015,1,1,10238,,sedan,2,1,2,0
535501,16-25,female,majority,0-9y,high school,working class,0.411330821,1,before 2015,1,1,32765,9000,sedan,0,0,0,1
704291,40-64,female,majority,10-19y,university,middle class,0.509077245,1,before 2015,1,1,10238,10000,sedan,0,0,1,0
977100,40-64,male,majority,10-19y,university,middle class,0.546021268,1,after 2015,1,1,21217,10000,sedan,1,0,0,1
802774,65+,female,minority,0-9y,university,upper class,0.745509019,1,before 2015,1,1,10238,10000,sedan,0,0,0,0
79192,65+,female,majority,30y+,university,upper class,,0,after 2015,1,1,32765,6000,sedan,10,0,4,0
877457,26-39,male,majority,10-19y,university,upper class,0.420328752,0,before 2015,1,1,10238,6000,sedan,2,0,3,0
619509,16-25,female,majority,0-9y,high school,upper class,0.630987783,0,after 2015,0,0,32765,12000,sedan,0,0,0,1
629867,26-39,female,majority,10-19y,university,upper class,0.592809591,1,after 2015,1,1,10238,7000,sedan,3,0,1,0
519961,40-64,male,majority,20-29y,university,upper class,0.565976375,1,before 2015,1,1,32765,10000,sedan,3,1,0,0
706056,65+,female,minority,0-9y,none,middle class,0.449535602,1,before 2015,1,0,10238,8000,sedan,0,0,0,0
932232,40-64,female,majority,20-29y,university,upper class,0.75821615,1,after 2015,1,1,10238,11000,sedan,2,0,1,0
576420,40-64,female,majority,0-9y,university,middle class,0.576162845,1,before 2015,1,1,10238,8000,sedan,0,0,0,0
355326,65+,female,majority,20-29y,high school,upper class,0.717278365,1,after 2015,1,0,10238,13000,sedan,2,0,0,0
125877,40-64,female,majority,10-19y,university,upper class,0.696506806,1,before 2015,0,0,10238,15000,sedan,1,0,0,0
792068,26-39,male,majority,0-9y,high school,upper class,0.612896769,1,before 2015,1,1,10238,9000,sedan,0,0,0,1
824414,65+,female,majority,20-29y,none,upper class,0.546778257,1,after 2015,1,1,32765,6000,sedan,3,0,0,0
512465,40-64,female,majority,20-29y,high school,upper class,0.504915724,1,before 2015,1,1,32765,,sedan,4,1,1,0
934839,26-39,female,majority,10-19y,high school,poverty,0.448475281,1,before 2015,0,1,32765,13000,sedan,2,0,0,1
769171,40-64,female,majority,0-9y,university,upper class,0.593506854,1,after 2015,0,1,32765,9000,sedan,0,0,0,1
561193,65+,male,majority,10-19y,university,upper class,0.487646256,1,after 2015,1,1,32765,6000,sedan,3,1,0,0
830701,26-39,male,majority,10-19y,university,middle class,0.562928887,1,after 2015,0,0,21217,13000,sedan,4,0,0,1
550573,26-39,female,majority,10-19y,high school,working class,0.626571255,1,before 2015,0,1,10238,13000,sedan,1,0,0,0
773172,40-64,female,majority,0-9y,high school,middle class,0.6076229,1,before 2015,0,0,10238,16000,sedan,0,0,0,0
697962,40-64,female,majority,20-29y,none,working class,0.438045495,1,before 2015,1,1,32765,,sedan,3,1,2,0
413707,16-25,male,majority,0-9y,high school,poverty,0.209464185,1,before 2015,0,0,32765,11000,sedan,0,0,0,0
946635,16-25,female,majority,0-9y,high school,working class,0.588419406,0,before 2015,0,0,32765,7000,sedan,0,0,0,1
43235,40-64,female,majority,20-29y,high school,upper class,0.69905165,1,before 2015,1,1,10238,11000,sedan,3,0,2,0
335215,40-64,male,majority,20-29y,high school,upper class,0.626108648,1,after 2015,0,0,10238,13000,sedan,2,0,0,0
332140,16-25,male,majority,0-9y,high school,poverty,0.37084727,0,before 2015,0,1,10238,,sedan,0,0,0,1
554674,65+,female,majority,30y+,high school,upper class,0.533540292,1,before 2015,1,1,10238,12000,sedan,3,0,0,0
54762,26-39,male,majority,0-9y,high school,upper class,0.616689289,1,before 2015,0,1,10238,13000,sedan,0,0,0,0
439975,40-64,male,minority,20-29y,high school,working class,0.514573922,1,before 2015,1,1,92101,,sedan,3,0,1,0
159034,26-39,female,majority,10-19y,university,middle class,0.374027579,1,before 2015,1,1,10238,12000,sedan,3,0,1,0
909112,26-39,male,majority,10-19y,none,working class,0.422053866,0,before 2015,0,0,32765,15000,sedan,0,1,1,1
174031,16-25,male,majority,0-9y,high school,poverty,0.395844779,0,before 2015,0,0,10238,19000,sedan,0,0,0,0
48520,40-64,male,majority,20-29y,none,poverty,0.118445443,0,before 2015,0,1,10238,17000,sedan,1,1,0,0
372931,40-64,female,majority,20-29y,high school,upper class,0.66133914,1,after 2015,1,1,10238,12000,sedan,1,0,0,0
176958,40-64,female,majority,10-19y,university,upper class,0.588364972,1,before 2015,0,0,10238,14000,sedan,1,0,1,0
320695,65+,male,majority,30y+,high school,upper class,0.750357277,0,before 2015,0,1,32765,12000,sedan,6,2,1,0
12037,26-39,female,majority,10-19y,university,upper class,0.725992646,0,before 2015,0,0,32765,16000,sedan,0,0,0,0
819469,26-39,female,majority,0-9y,university,upper class,0.621361934,1,after 2015,0,1,10238,13000,sedan,0,0,0,0
245486,26-39,female,majority,10-19y,high school,poverty,0.33835437,0,before 2015,0,0,10238,14000,sedan,0,0,1,1
925661,65+,female,majority,10-19y,university,upper class,0.550144013,1,before 2015,1,1,10238,7000,sedan,2,0,0,0
396849,40-64,male,majority,10-19y,university,upper class,0.688578796,1,before 2015,0,1,10238,15000,sedan,0,0,0,1
183666,26-39,male,majority,10-19y,none,middle class,0.592963485,1,before 2015,0,0,10238,11000,sedan,0,0,0,0
735613,40-64,female,majority,0-9y,none,middle class,0.550255062,1,before 2015,1,1,21217,12000,sedan,0,0,0,1
631211,26-39,male,majority,10-19y,high school,upper class,0.677090701,1,before 2015,0,1,10238,12000,sedan,0,0,0,0
737951,26-39,female,majority,10-19y,university,working class,0.517732144,0,before 2015,0,0,10238,,sedan,1,0,2,0
291357,26-39,male,majority,10-19y,university,poverty,0.169679779,1,after 2015,0,0,10238,11000,sedan,3,0,3,0
609345,16-25,female,majority,0-9y,high school,poverty,0.468622963,0,before 2015,1,0,10238,14000,sedan,0,0,0,1
174251,16-25,female,majority,0-9y,none,poverty,0.319507101,0,before 2015,0,0,10238,17000,sedan,0,0,0,1
578173,26-39,female,majority,0-9y,none,working class,0.583381679,1,before 2015,0,1,10238,11000,sedan,0,0,0,0
749944,40-64,male,majority,0-9y,university,upper class,0.60821356,1,before 2015,1,1,92101,9000,sedan,0,0,0,1
130061,26-39,male,majority,0-9y,high school,middle class,0.572215314,1,before 2015,0,0,10238,16000,sedan,0,0,0,1
649911,16-25,male,majority,0-9y,university,working class,0.513871789,1,before 2015,0,1,10238,,sedan,0,0,0,1
881302,40-64,female,majority,20-29y,high school,middle class,0.331936025,1,before 2015,1,1,32765,13000,sedan,0,0,1,0
623711,65+,male,majority,30y+,high school,upper class,0.692491318,1,after 2015,0,1,10238,13000,sedan,4,0,6,0
971010,65+,female,majority,20-29y,university,upper class,0.617001258,1,before 2015,0,1,10238,10000,sedan,2,0,0,0
692065,16-25,male,majority,0-9y,high school,poverty,0.415748759,0,before 2015,0,0,10238,18000,sedan,0,0,0,1
563336,65+,male,majority,20-29y,high school,upper class,0.658114372,1,after 2015,1,1,10238,,sedan,1,0,4,0
513169,26-39,female,majority,10-19y,high school,upper class,0.641311293,1,before 2015,0,1,10238,13000,sedan,2,0,0,0
637794,40-64,male,majority,20-29y,university,upper class,0.606596155,1,after 2015,1,0,32765,11000,sedan,4,2,3,0
303891,16-25,female,minority,0-9y,none,poverty,,0,before 2015,0,0,10238,17000,sedan,0,0,0,1
987779,65+,female,majority,30y+,high school,upper class,0.495661564,1,before 2015,1,1,10238,11000,sedan,3,0,3,0
565084,40-64,male,majority,20-29y,university,upper class,0.504057067,1,before 2015,1,1,10238,7000,sedan,3,0,4,0
172920,16-25,female,majority,0-9y,none,poverty,0.282150561,1,before 2015,0,0,10238,15000,sedan,0,0,0,0
113172,40-64,male,majority,20-29y,university,upper class,0.471861929,1,before 2015,1,0,10238,11000,sedan,3,1,5,0
735501,16-25,male,majority,0-9y,university,working class,,1,after 2015,0,1,10238,13000,sedan,0,0,0,0
865478,16-25,male,majority,0-9y,high school,working class,,0,after 2015,0,0,21217,14000,sedan,0,0,0,1
494013,16-25,female,majority,0-9y,high school,poverty,0.307463118,0,before 2015,0,0,10238,12000,sedan,0,0,0,0
296211,26-39,male,majority,10-19y,high school,working class,0.413443584,0,before 2015,1,1,10238,14000,sedan,3,0,0,0
789839,16-25,male,majority,0-9y,high school,working class,0.447770502,1,before 2015,0,0,10238,,sedan,0,0,0,1
437849,65+,male,majority,20-29y,high school,upper class,,1,after 2015,1,1,10238,13000,sedan,6,0,4,0
377194,40-64,female,majority,20-29y,high school,upper class,,1,after 2015,1,1,10238,10000,sports car,1,0,2,0
716558,65+,female,majority,20-29y,university,middle class,,1,before 2015,1,1,10238,8000,sports car,4,0,3,0
579005,26-39,female,majority,10-19y,university,upper class,0.634109289,1,before 2015,1,1,10238,13000,sports car,1,0,3,0
787850,65+,male,majority,30y+,university,upper class,0.520298035,1,before 2015,1,1,32765,10000,sedan,4,1,5,0
791808,16-25,male,majority,0-9y,high school,working class,0.422382805,1,before 2015,1,1,32765,9000,sedan,0,0,0,0
513302,26-39,male,majority,0-9y,high school,middle class,0.441226321,1,before 2015,1,1,10238,10000,sedan,0,0,0,1
370440,26-39,female,minority,10-19y,high school,upper class,0.631543633,1,before 2015,0,0,32765,10000,sedan,1,0,1,0
701556,16-25,female,majority,0-9y,none,poverty,0.39186356,1,before 2015,0,0,10238,15000,sedan,0,0,0,1
995469,16-25,male,majority,0-9y,high school,poverty,,0,before 2015,0,0,10238,17000,sedan,0,0,0,1
83127,26-39,male,majority,10-19y,university,upper class,0.591452554,1,after 2015,1,1,10238,14000,sedan,1,0,2,0
453152,26-39,female,majority,10-19y,high school,middle class,0.541595591,0,before 2015,1,1,32765,11000,sedan,1,0,0,1
843657,65+,male,majority,30y+,high school,upper class,0.666328104,0,before 2015,0,1,10238,11000,sedan,6,0,4,0
980800,65+,male,majority,30y+,university,upper class,0.638537185,1,before 2015,1,1,10238,8000,sports car,4,0,8,0
686824,65+,female,majority,10-19y,high school,upper class,0.689431828,1,after 2015,0,1,10238,16000,sedan,0,0,0,0
826103,40-64,male,majority,20-29y,high school,upper class,0.580403998,1,before 2015,1,1,32765,,sedan,17,2,0,0
157185,40-64,male,majority,0-9y,university,upper class,0.557714311,1,after 2015,1,0,10238,14000,sedan,0,0,0,0
688770,40-64,male,majority,20-29y,university,upper class,0.538231797,1,after 2015,0,1,10238,11000,sedan,5,1,3,0
545600,40-64,female,majority,20-29y,university,upper class,,1,after 2015,1,1,10238,12000,sports car,1,0,0,0
120411,40-64,female,majority,20-29y,high school,working class,0.522133291,1,before 2015,0,0,32765,14000,sedan,0,2,0,0
840397,26-39,female,majority,10-19y,university,middle class,0.584909083,0,after 2015,0,1,10238,15000,sedan,0,0,0,0
919934,26-39,male,majority,10-19y,university,upper class,0.572845669,1,before 2015,1,0,32765,11000,sedan,8,1,1,1
864818,26-39,male,minority,10-19y,high school,middle class,0.502012937,1,before 2015,1,1,10238,10000,sedan,2,0,3,0
969332,16-25,female,majority,0-9y,none,working class,0.458273294,1,before 2015,0,0,10238,18000,sedan,0,0,0,1
615462,65+,female,majority,10-19y,university,upper class,0.632945456,1,after 2015,0,0,10238,15000,sedan,0,0,0,0
115809,26-39,male,majority,10-19y,university,working class,0.38689392,1,before 2015,0,0,10238,,sports car,3,0,1,0
589423,40-64,female,majority,20-29y,university,upper class,0.523761868,1,before 2015,1,1,10238,14000,sedan,0,1,2,0
112772,65+,male,majority,30y+,university,upper class,0.663392012,1,before 2015,0,1,10238,13000,sedan,2,1,5,0
96095,16-25,male,majority,0-9y,none,poverty,0.249944473,1,before 2015,0,0,10238,15000,sedan,0,0,0,1
648867,40-64,male,majority,20-29y,university,upper class,0.500005903,1,after 2015,0,1,10238,,sedan,3,0,1,0
890246,26-39,female,minority,0-9y,none,working class,0.411388794,0,before 2015,0,1,10238,12000,sedan,0,0,0,1
72969,65+,male,majority,30y+,university,upper class,0.657096411,1,before 2015,1,1,10238,13000,sedan,6,1,4,0
830081,26-39,male,majority,10-19y,university,middle class,0.503948728,1,before 2015,0,1,10238,16000,sedan,2,0,2,0
401166,65+,female,majority,30y+,university,upper class,0.656072635,1,before 2015,1,1,32765,9000,sedan,3,1,2,0
311925,40-64,female,majority,20-29y,university,upper class,0.692226372,1,before 2015,1,1,10238,13000,sedan,0,0,0,0
956829,40-64,male,majority,20-29y,university,upper class,0.507302339,1,after 2015,0,1,10238,,sedan,3,1,1,0
681372,26-39,male,majority,10-19y,university,middle class,0.463452485,0,after 2015,0,0,10238,15000,sedan,1,0,0,0
282068,26-39,female,majority,0-9y,university,upper class,0.631410709,1,after 2015,0,1,10238,13000,sedan,0,0,0,0
893456,16-25,female,majority,0-9y,high school,middle class,0.589116234,1,before 2015,0,0,10238,13000,sedan,0,0,0,0
937991,40-64,female,minority,20-29y,high school,middle class,0.602237646,0,before 2015,0,0,32765,13000,sedan,2,0,0,0
764041,65+,female,minority,30y+,university,upper class,0.586714625,1,before 2015,1,0,32765,,sedan,9,1,2,0
566824,26-39,female,majority,0-9y,high school,poverty,0.436655933,0,before 2015,0,1,10238,13000,sedan,0,0,0,1
488206,40-64,male,majority,20-29y,high school,working class,,0,before 2015,1,1,10238,8000,sedan,1,1,4,0
813442,40-64,male,majority,10-19y,none,working class,0.37982295,1,before 2015,1,1,32765,10000,sedan,1,1,1,0
982824,26-39,female,majority,10-19y,university,upper class,0.649184116,1,before 2015,1,1,32765,9000,sedan,2,0,3,0
93794,26-39,female,majority,10-19y,none,working class,0.530963369,1,after 2015,1,1,92101,13000,sedan,0,0,1,0
313846,16-25,male,majority,0-9y,high school,poverty,0.370017848,0,before 2015,0,0,32765,10000,sedan,0,0,0,1
519982,16-25,female,majority,0-9y,none,poverty,,1,before 2015,1,1,10238,9000,sedan,0,0,0,0
510135,40-64,female,minority,0-9y,high school,upper class,0.666118412,1,before 2015,0,1,10238,9000,sedan,0,0,0,1
390703,26-39,male,majority,10-19y,university,middle class,0.596064971,0,before 2015,0,1,10238,9000,sedan,1,0,2,1
750372,40-64,female,majority,20-29y,university,upper class,0.823916008,1,after 2015,0,1,10238,13000,sedan,0,0,0,0
587909,40-64,female,majority,20-29y,university,upper class,0.822454662,0,after 2015,0,1,10238,12000,sedan,0,0,0,0
257044,16-25,female,majority,0-9y,high school,upper class,0.503536608,1,after 2015,0,0,10238,14000,sedan,0,0,0,0
90176,16-25,male,majority,0-9y,none,poverty,0.384234229,0,before 2015,0,1,10238,9000,sedan,0,0,0,1
737176,65+,male,majority,10-19y,high school,middle class,0.40938663,1,after 2015,1,1,10238,13000,sedan,2,0,0,0
560952,40-64,male,majority,0-9y,high school,poverty,0.321132416,1,before 2015,1,1,10238,12000,sedan,0,0,0,0
481909,40-64,male,majority,0-9y,high school,upper class,0.553906061,1,after 2015,1,1,10238,5000,sedan,0,0,0,0
75063,40-64,female,majority,10-19y,university,upper class,0.753968294,1,after 2015,0,1,92101,10000,sedan,1,0,0,0
618741,40-64,female,minority,20-29y,high school,upper class,0.653962885,1,before 2015,1,1,10238,14000,sports car,0,0,0,0
514856,65+,female,majority,10-19y,university,upper class,0.573315599,1,before 2015,1,1,10238,8000,sedan,1,1,0,0
388712,40-64,male,majority,20-29y,high school,upper class,0.654675698,1,before 2015,1,0,10238,12000,sedan,6,0,1,0
25949,26-39,male,majority,10-19y,high school,working class,0.429465354,0,before 2015,1,0,10238,12000,sedan,3,0,3,1
502785,26-39,male,majority,10-19y,university,upper class,0.689286713,1,before 2015,1,1,10238,7000,sports car,1,0,0,0
658244,26-39,male,majority,0-9y,university,upper class,0.70828856,1,before 2015,0,0,10238,15000,sedan,0,0,0,1
141211,40-64,female,majority,20-29y,high school,upper class,0.754789303,1,after 2015,0,1,10238,15000,sedan,1,0,0,0
456287,26-39,male,majority,10-19y,high school,working class,0.358173999,1,after 2015,0,0,10238,14000,sedan,3,0,2,0
474830,65+,male,majority,30y+,high school,upper class,,1,after 2015,1,1,32765,9000,sedan,5,2,4,0
10358,40-64,male,majority,20-29y,high school,upper class,0.859892162,1,after 2015,1,1,10238,7000,sedan,3,1,6,0
315540,65+,male,majority,10-19y,university,upper class,,1,after 2015,1,1,10238,11000,sedan,1,0,1,0
496174,65+,female,majority,10-19y,university,upper class,0.416048145,1,after 2015,1,1,10238,,sedan,0,0,0,0
67486,26-39,male,majority,10-19y,high school,working class,,0,after 2015,0,0,10238,15000,sedan,1,0,0,0
591890,16-25,male,majority,0-9y,high school,working class,0.348994839,1,after 2015,0,0,10238,15000,sedan,0,0,0,0
70495,26-39,male,minority,10-19y,university,middle class,,1,after 2015,0,1,10238,11000,sedan,0,2,2,0
310357,16-25,female,majority,0-9y,none,poverty,0.252620868,1,before 2015,1,0,32765,9000,sedan,0,0,0,0
740462,26-39,male,majority,0-9y,high school,middle class,0.593213001,1,before 2015,1,1,32765,9000,sedan,0,0,0,1
609610,16-25,female,majority,0-9y,none,poverty,0.362175827,0,before 2015,0,0,10238,14000,sedan,0,0,0,0
395965,40-64,male,majority,10-19y,university,upper class,0.691736329,1,before 2015,1,1,10238,9000,sedan,3,0,1,0
466727,65+,female,majority,30y+,university,upper class,0.714917825,1,before 2015,1,1,10238,8000,sedan,4,0,2,0
462639,26-39,male,majority,10-19y,university,upper class,0.432548336,1,after 2015,0,0,10238,17000,sedan,0,0,2,0
960726,16-25,female,majority,0-9y,none,working class,0.534136652,1,before 2015,0,1,10238,,sports car,0,0,0,1
520937,26-39,male,majority,10-19y,none,poverty,,0,before 2015,1,1,10238,14000,sedan,1,0,0,0
114270,16-25,male,majority,0-9y,university,upper class,0.656420895,1,before 2015,1,0,10238,9000,sedan,0,0,0,0
846279,40-64,male,majority,20-29y,high school,upper class,0.752269654,1,before 2015,1,1,10238,11000,sedan,2,2,0,0
498216,16-25,female,majority,0-9y,none,poverty,0.273577534,0,before 2015,1,1,10238,10000,sedan,0,0,0,1
181238,40-64,male,majority,20-29y,high school,upper class,0.562776768,1,after 2015,1,1,32765,5000,sedan,6,0,1,0
489213,65+,male,majority,0-9y,university,upper class,0.695295099,1,before 2015,1,1,32765,5000,sports car,0,0,0,0
853899,40-64,male,majority,0-9y,none,poverty,0.346748256,1,before 2015,0,1,32765,9000,sedan,0,0,0,1
906732,40-64,male,majority,20-29y,high school,middle class,0.486211853,1,after 2015,1,1,10238,6000,sedan,2,0,4,0
418029,16-25,male,majority,0-9y,none,poverty,0.250265195,0,before 2015,1,0,10238,14000,sedan,0,0,0,1
440763,65+,female,majority,20-29y,university,upper class,0.499361265,1,before 2015,1,1,10238,7000,sedan,2,0,1,0
17079,26-39,male,majority,0-9y,none,poverty,0.371222956,0,before 2015,0,0,10238,13000,sedan,0,0,0,1
18706,26-39,male,majority,10-19y,university,middle class,0.576991391,1,before 2015,1,0,10238,14000,sedan,1,0,2,0
468679,16-25,female,majority,0-9y,high school,working class,0.406241341,0,before 2015,0,0,10238,15000,sedan,0,0,0,1
764148,16-25,female,majority,0-9y,university,working class,0.543220454,0,before 2015,1,1,10238,14000,sedan,0,0,0,1
979921,65+,female,majority,0-9y,university,upper class,0.620586695,1,before 2015,1,1,10238,12000,sedan,0,0,0,0
529826,40-64,male,majority,20-29y,none,working class,0.261476899,0,before 2015,1,1,10238,10000,sedan,0,1,4,0
667847,65+,male,majority,20-29y,high school,upper class,0.682191692,1,after 2015,1,1,10238,11000,sedan,7,0,3,0
279295,65+,female,majority,10-19y,university,upper class,0.646492964,1,before 2015,1,1,32765,6000,sedan,1,0,0,0
472475,16-25,female,majority,0-9y,high school,poverty,0.159249816,1,before 2015,0,0,32765,13000,sedan,0,0,0,1
76071,40-64,male,majority,20-29y,university,upper class,0.679420025,1,after 2015,0,1,10238,18000,sedan,1,0,1,0
310609,65+,male,majority,30y+,university,upper class,,0,after 2015,1,1,32765,8000,sedan,15,1,3,0
277926,26-39,male,majority,10-19y,high school,upper class,0.582691825,1,after 2015,0,1,32765,13000,sedan,4,0,2,1
571560,26-39,male,majority,10-19y,none,poverty,,0,before 2015,0,1,10238,14000,sedan,2,0,0,1
708364,65+,male,majority,10-19y,university,upper class,0.721032387,1,after 2015,1,0,32765,11000,sedan,0,0,1,0
733548,40-64,female,majority,20-29y,high school,middle class,0.449793366,1,before 2015,1,1,10238,12000,sedan,2,0,4,0
747665,40-64,male,majority,20-29y,high school,upper class,,1,before 2015,1,1,10238,7000,sedan,2,0,1,0
866874,65+,female,majority,0-9y,university,upper class,0.581371589,1,before 2015,1,1,21217,8000,sedan,0,0,0,1
91104,16-25,male,majority,0-9y,university,upper class,0.669620777,1,before 2015,0,1,32765,11000,sedan,0,0,0,1
304877,26-39,female,majority,10-19y,high school,working class,0.546182821,0,after 2015,0,0,32765,11000,sedan,2,1,0,0
432729,16-25,male,majority,0-9y,university,working class,0.355725535,1,before 2015,0,0,10238,16000,sedan,0,0,0,1
12020,16-25,male,majority,0-9y,none,poverty,0.575488656,0,before 2015,0,1,21217,13000,sedan,0,0,0,1
496624,40-64,female,majority,0-9y,university,upper class,0.586121401,0,before 2015,1,1,10238,10000,sedan,0,0,0,0
94813,40-64,male,majority,0-9y,high school,middle class,0.56079894,1,before 2015,1,1,10238,13000,sedan,0,0,0,0
298482,65+,male,majority,0-9y,university,upper class,,1,after 2015,0,1,10238,10000,sedan,0,0,0,0
962343,65+,male,majority,0-9y,university,upper class,,1,before 2015,1,0,10238,12000,sedan,0,0,0,0
558724,40-64,male,majority,20-29y,university,middle class,0.549743623,0,before 2015,0,1,10238,13000,sports car,1,0,3,0
218261,65+,male,majority,0-9y,university,upper class,0.588974884,1,after 2015,1,1,10238,10000,sedan,0,0,0,0
257758,26-39,female,majority,10-19y,high school,middle class,0.583332636,1,before 2015,1,0,21217,12000,sports car,0,0,1,1
224969,40-64,female,majority,20-29y,high school,upper class,0.614238054,1,before 2015,1,1,10238,14000,sedan,0,0,0,0
358849,65+,male,majority,20-29y,university,upper class,0.493782311,1,before 2015,1,1,32765,10000,sedan,4,1,0,0
755962,40-64,female,majority,10-19y,university,middle class,0.490762068,1,before 2015,1,1,10238,11000,sedan,0,0,2,0
404091,65+,male,majority,30y+,university,upper class,0.650792465,1,before 2015,1,1,10238,12000,sedan,2,1,8,0
892717,65+,male,majority,30y+,university,upper class,0.54551422,1,after 2015,1,1,10238,12000,sedan,6,0,8,0
640704,16-25,female,majority,0-9y,high school,working class,0.433840293,1,before 2015,1,0,32765,11000,sedan,0,0,0,0
887420,40-64,female,majority,20-29y,high school,middle class,0.541124185,1,after 2015,1,1,10238,10000,sedan,0,0,0,0
949583,16-25,female,majority,0-9y,high school,poverty,0.312323741,0,after 2015,0,0,92101,17000,sedan,0,0,0,1
714752,16-25,male,majority,0-9y,university,working class,0.448069858,0,before 2015,0,0,10238,14000,sedan,0,0,0,1
791033,26-39,female,majority,0-9y,university,upper class,0.725966379,1,after 2015,1,1,32765,,sedan,0,0,0,0
43685,65+,male,majority,0-9y,university,upper class,0.661277815,0,after 2015,1,1,10238,,sedan,0,0,0,1
522259,26-39,female,minority,10-19y,high school,working class,0.479718152,1,before 2015,0,1,32765,11000,sedan,3,1,0,1
423543,65+,female,majority,20-29y,high school,upper class,0.635774418,1,after 2015,1,1,10238,13000,sedan,0,0,1,0
988365,40-64,female,majority,20-29y,high school,middle class,0.710338176,1,before 2015,0,1,32765,,sedan,1,1,0,0
768291,40-64,male,majority,10-19y,high school,upper class,0.750461284,1,after 2015,1,0,32765,,sedan,3,0,1,0
945997,16-25,female,majority,0-9y,high school,poverty,0.375240028,1,before 2015,0,0,32765,10000,sedan,0,0,0,0
532888,40-64,male,majority,20-29y,none,working class,,1,before 2015,1,0,10238,14000,sedan,1,2,3,0
264228,40-64,female,majority,20-29y,university,upper class,0.698897349,0,before 2015,1,1,10238,14000,sedan,1,0,1,0
366732,40-64,female,majority,20-29y,high school,middle class,0.547487495,1,before 2015,0,1,32765,6000,sedan,4,1,2,0
89918,40-64,female,majority,20-29y,university,upper class,0.597942223,1,before 2015,0,1,32765,12000,sedan,0,1,0,0
890870,65+,female,majority,30y+,university,upper class,0.55107234,1,after 2015,0,1,10238,15000,sedan,0,1,3,0
871129,26-39,female,majority,10-19y,university,upper class,0.499349046,1,before 2015,1,0,10238,14000,sedan,2,0,1,0
139118,16-25,female,majority,0-9y,university,poverty,0.404006359,0,before 2015,0,0,10238,15000,sedan,0,0,0,1
616159,16-25,female,majority,0-9y,none,poverty,0.389885723,0,before 2015,0,0,32765,11000,sedan,0,0,0,1
661353,40-64,female,majority,20-29y,none,working class,0.610879646,1,before 2015,0,1,32765,12000,sedan,4,0,1,0
483827,16-25,female,majority,0-9y,none,poverty,0.503587978,0,before 2015,0,0,32765,11000,sedan,0,0,0,1
660455,26-39,female,majority,10-19y,none,poverty,0.368983155,1,before 2015,0,0,10238,19000,sedan,0,0,0,0
248605,40-64,female,majority,20-29y,none,middle class,0.510566913,0,after 2015,0,1,10238,15000,sedan,1,0,1,0
521188,26-39,male,majority,10-19y,university,upper class,0.66136585,1,after 2015,1,0,10238,15000,sedan,0,0,2,0
856124,16-25,female,majority,0-9y,none,poverty,0.385252285,0,before 2015,0,0,32765,12000,sedan,0,0,0,1
259799,16-25,female,majority,0-9y,none,poverty,0.390850704,0,before 2015,0,1,32765,10000,sedan,0,0,0,0
113142,40-64,male,majority,20-29y,high school,upper class,0.669581239,1,after 2015,0,1,32765,9000,sedan,9,0,3,0
636047,16-25,female,majority,0-9y,none,poverty,0.385348579,0,before 2015,0,0,10238,18000,sedan,0,0,0,1
18301,26-39,male,majority,10-19y,high school,middle class,0.650988642,1,before 2015,1,0,10238,14000,sedan,4,0,2,1
659001,40-64,male,minority,0-9y,high school,upper class,0.645252581,1,after 2015,1,1,10238,10000,sedan,0,0,0,0
568922,65+,female,majority,20-29y,university,upper class,0.65643766,1,after 2015,1,1,10238,12000,sedan,4,0,3,0
785595,65+,female,majority,30y+,high school,middle class,0.461039858,1,after 2015,1,1,10238,11000,sedan,3,0,3,0
637023,65+,female,majority,20-29y,university,upper class,0.698398619,1,before 2015,1,0,32765,10000,sedan,5,0,1,0
737043,65+,female,majority,30y+,university,upper class,0.663324417,1,before 2015,0,0,10238,,sedan,3,0,5,0
676194,26-39,male,majority,10-19y,university,working class,0.336531198,0,before 2015,0,1,10238,13000,sedan,0,0,0,0
789708,40-64,female,majority,20-29y,none,working class,0.523671953,1,before 2015,1,1,10238,12000,sedan,0,1,0,0
288207,16-25,male,minority,0-9y,none,poverty,0.18820125,0,before 2015,0,1,92101,12000,sedan,0,0,0,1
995275,26-39,male,majority,10-19y,university,poverty,0.390780768,0,before 2015,0,1,10238,11000,sedan,1,0,1,0
408168,26-39,male,majority,10-19y,university,middle class,0.479737434,1,after 2015,0,1,10238,9000,sedan,3,0,1,0
